Content,Scenario,Label,Urgency,Sentiment,Has_link,Interaction score,Author
TRUY TIM DOI TUONG DUT NỢ Nguyễn Ngân Quyên App vaykipthoi 1.600.000đ HÌNH DỰT NỢ CẢ NHÀ ĐÃ RAI KHAP MANG XA HOI NẾU DOI TUONG VẪN KHÔNG GIAI QUYET KHOẢN VAY SẼ TIEP TUC THỤ LY HỒ SƠ?,Đời thường ,1,5,-0.8,0,0,
Con chuyển 85 triệu rồi nhé. Con cho mẹ mượn. Mai lấy hàng gửi lại con. Mai con cần dùng. Còn con xài như nào con tự có tính toán. Mẹ đừng can thiệp vào. Con cũng đâu phải nuôi ai.,Giả dạng người thân,1,2,0.7,0,8,
"Xin chào, tôi là trưởng phòng nhân sự của Cty EMIME hiện tại Cty đang tuyển dụng nhân viên bán thời gian. Tiền lương được trả hàng ngày. Bạn có thể làm việc tại nhà và thu nhập từ 15 đến 30 triệu 1 tháng. Công việc đơn giản và có thể thực hiện mọi lúc mọi nơi. Để ứng tuyển, vui lòng liên hệ với chúng tôi qua zalo: zalo.me/84562696538",Giả dạng cơ quan chức năng,1,2,0.6,1,0,
"Xin chào, tôi là nhà cung cấp của trang web ebay, tôi đang chạy dịch vụ tăng doanh số sản phẩm trên trang Web ebay, bạn có muốn trở thành đối tác không? Với một giờ mỗi ngày, bạn có thể kiếm được 100.000 đến 1.000.000 VND. Không có phí thành viên hay tiền đặt cọc, không giới hạn giới tính, 25-60 tuổi. Nếu bạn quan tâm, xin vui lòng liên hệ với tôi trên zalo: https://zalo.me/0335364535",Giả dạng cơ quan chức năng,1,2,0.6,1,0,
Tài khoản em còn đủ 15 triệu không? Chuyển qua số tài khoản vietcombank này giúp anh được không. Anh chuyển mãi mà tài khoản cứ báo lỗi chuyển mãi không được.,Giả dạng người thân,1,3,0.5,0,8,
"Xin chào, Bạn có muốn tìm công việc bán thời gian không? với mức lương 5tr-30tr 1 tháng mỗi ngày ít nhất 500k không phí phụ thu. công việc đơn giản, làm tại nhà nếu bạn muốn tham gia với công việc này xin hãy liên hệ ngay với zalo ID: +84566291028 Sao chép liên kết này vào trình duyệt: https://zalo.me/+84566291028",Giả dạng cơ quan chức năng,1,3,0.6,1,0,
"VCB: BUI DUC VIET 
STK: 1022680984
Cua a 99k
Noi dung: GHN 80",Đời thường ,1,2,0.1,0,0,
"Gia sư-online qua Google meet:
- Dạy đúng theo giáo án bên chị cấp và cuối buổi chị sẽ gửi cho các bạn file bài kiểm tra bài học hôm đó. Các bạn có kết quả tốt trên trung bình hiểu bài là được
- Lương 340k/buổi/1h30p
Các môn Bạn có thể đăng ký:
- Toán cấp 2
- Anh cấp 1
-Tiếng việt cấp 1
BẠN ĐĂNG KÝ GIA SƯ HAY TRỢ GIẢNG VÀ MÔN GÌ Ạ.",Đời thường ,1,2,0.7,0,1,
Hôm nay em sắp xếp qua sớm được thì qua luôn để anh nhờ cậu em cậu ấy giải quyết giấy tờ đất cho nhé,Đời thường ,1,3,0.2,0,0,
"Bạn vào Appstore hoặc CHPlay tìm kiếm Lotus Chat và cài đặt theo hướng dẫn. Sau khi tải xong bạn đăng kí tài khoản bằng SĐT của bạn, đăng kí thành công bạn nhắn lại để mình kết nối tới NVHD bên mình để nhận việc nhé. ",Đời thường ,1,3,0.4,0,0,
Phí lớp này 500K em dạy thử buổi đầu nếu ổn thì chuyển khoản phí giúp chị nhé. Chị vẫn bảo hành lớp 1 cho em. Em chụp thẻ sinh viên giúp chị nhé chị báo phụ huynh. ,Đời thường ,1,2,0.4,0,5,
Chuc mung quy khach tro thanh khach hang may man trong su kien uu dai San Sale 11.11. Tong dai se som lien he tu van. Xin cam on,Trúng thưởng,1,1,0.8,0,0,
"Em có phải là Ngọc không? Vài hôm trước anh có gửi bên em một số hồ sơ không biết em đã nhận được chưa thì trả lời cho anh biết nhé.
Em ơi em có nhận được không trả lời anh biết với nhé.",Đời thường ,1,1,0.4,0,0,
"Này hàng order mình mới đi lấy nên đơn 159k bạn cọc hoặc chuyển khoản để mình xác nhận lên đơn nha
STK: 4460201970 VPB",Đời thường ,1,2,0.5,0,2,
"Mẹ nói chị Hạnh chuyển giúp con chưa? 
Tên chủ tài khoản: Nguyễn Văn Lộc
Số Tài khoản: 48502147 ACB
Mẹ gửi số tài khoản này sang cho chị Hạnh. Mẹ bảo chị chuyển 40 triệu giúp con nhé. ",Giả dạng người thân,1,4,0.9,0,9,
"Bác sĩ nói tôi chỉ còn 1 tháng để sống. Tôi đã quyết định dành thời gian này để du lịch một mình, lặng lẽ nói lời tạm biệt với thế giới. Tôi không có con. Điều tiếc nuối duy nhất là tôi không thể sống cuộc đời này cùng bạn. Bạn là mối tình đầu của tôi. Tôi đã để lại cho bạn một số tài sản. Hy vọng cử chị này sẽ đưa chúng ta đến với nhau ở kiếp sau. 
Hãy lưu lại thông tin này. Tôi chuẩn bị xoá tài khoản Instagram và rời đi trong im lặng. www.eqe.cc
Tên người dùng:ke853
Mật khẩu: met5492
Số dư: 7661982 USDT",Giả dạng người thân,1,5,-0.9,1,6,
"STK 610012005 Mb Bank Tran Thi Bich Thuy
Khách ck vui lòng không ghi nội dung từ (cọc, trả nợ, tiền, thanh toán) để tránh mất thuế chiết khấu phần thuế đó. Chỉ cần gửi bill.",Đời thường ,1,1,0.5,0,0,
"BRAND CẦN TUYỂN CÁC BẠN NƯ LÀM MẪU ẢNH CONCEPT DỊU DÀNG NỮ TÍNH VÀ NHIỀU MẪU MÃ KHÁC NHAU
-Brand sẽ gửi quần áo mẫu đến tận nơi và chịu phí vận chuyển 
- Mẫu chỉ cần tự chụp ảnh và gửi cho bên tớ đúng hẹn làm feedback cho brand thôi ạ
- Hiện bên tớ đang tuyển với mức cast 400k/1 bộ ảnh + tặng luôn quần áo cho các bạn ạ
Chi tiết liên hệ Instagram mình nha.",Đời thường ,1,1,0.8,0,0,
"Xin chào, cảm ơn bạn đã liên hệ với Sài Gòn có gì!
Dạ thông tin chú đây ạ: sđt chú tiến: 0979420653 stk chú: sacombank: 064509121999 bác Tiến xe ôm quận 5 Thuận kiều plaze
Cảm ơn bạn!",Đời thường ,1,1,0.7,0,0,
"Quy khach da duoc thanh toan 100000 VND tu nhan vien 4500240001, Ngay GD: 05/02/2026 06:42:33. Ma GD: 88979113719913. LH 18008098 (0d). Tran trong. ",Đời thường ,1,1,0.8,0,0,
"Em chào chị ạ, em là Ngọc Huyền vừa liên hệ mời chị khám sức khoẻ do Daiichi tài trợ vào sáng CN tuần này ạ. Em gửi chị phiếu khàm để mình tham khảo qua ạ. ",Giả dạng người thân,1,1,0.7,0,0,
Con đang muốn nhận làm thêm dịch vụ chuyển tiền và đổi tiền bên này. Mỗi giao dịch 10 triệu con tính phí 700k đến 1 triệu. Nên con họi mẹ nếu được để bên này con nhận tiền chắc chắn xong đi gửi về cho mẹ. Ở nhà nhận được thì mẹ liên lạc với người nhà khách hàng để giữ lại cho người ta được không,Giả dạng người thân,1,2,0.8,0,0,
"Tuấn, tài khoản tài chính của bạn đã được mở. Tài khoản: vn986 Mật khẩu: hk996 USDT Số dư: 2.735.950,00 [wwt666.com] Vui lòng giữ nó cẩn thận.",Đời thường ,1,3,-0.8,1,0,
"Nhà anh đặt phòng em cọc lại cho anh 50%. Nhận phòng em ở em đóng thêm 50% là đủ. Hợp đồng tính từ ngày em dọn vào em ở. Rồi tối nhận phòng anh giao khoá luôn cho em, rảnh em dọn đồ qua dần cho thoải mái. VIB 403112005 Trinh Dat Minh",Đời thường ,1,3,0.5,0,0,
Cọc trước cho en 200k nha ạ chuyển khoản full thì shop freeship và giảm bill trong 500k nha ạ. ,Đời thường ,1,2,0.5,0,0,
"Sale cuối cùng trước Tết - giá nhiều món đang chạm đáy. https://xemdeal.com/sale
Mình gửi lần này thôi. ",Đời thường ,1,3,0.8,1,0,
"Hiện tại anh chị đang tổ chức phỏng vấn tập trung á, em sắp xếp được không nè?",Đời thường ,1,1,0.5,0,3,
"MESSENGER THÔNG BÁO  
Xin Chúc Mừng Tài Khoản FACEBOOK Của [Long] Đã May Mắn Nhận Được Giải Nhất Từ Sự Kiện ""Tuần Lễ Vàng""  Tri Ân Khách Hàng Quý 1 Năm 2018""
Tài Khoản FaceBook App của [Long] Mang Mã Số Trúng Thưởng Là (""""402E79"""") Đã May Mắn Được Hệ Thống Lựa Chọn Ngẫu Nhiên, Xác Nhận Là Tài Khoản Đã Trúng Thưởng. 
Phần Quà Giải Nhất Của Bạn Gồm: 
1 Xe Máy HonDa SH 125i Việt Nam 
1 Phiếu Quà Tặng Tiền Mặt """" Trị Giá 100.000.000 VNĐ""""
1 Thẻ Sử Dụng Xăng Miễn Phí 1 Năm 
Bây giờ: Vui lòng tiền hành truy cập vào trang địa chỉ website: [wWw.5uKienVangVN2018.Com] Để đăng ký làm thủ tục hồ sơ nhận thưởng. Mọi thắc mắc xin liên hệ CSKH: 0998245011",Trúng thưởng,1,2,0.8,1,0,
"FACEBOOK THÔNG BÁO  
Xin Chúc Mừng Tài Khoản FACEBOOK Của [Phuong] Đã May Mắn Nhận Được Giải Nhất Từ Sự Kiện Tuần Lễ Tri Ân Khách Hàng Năm 2018
Tài Khoản Messenger của [Phuong] Mang Mã Số Trúng Thưởng Là (KH68ZL79) Đã May Mắn Được Hệ Thống Lựa Chọn Ngẫu Nhiên, Xác Nhận Là Tài Khoản Đã Trúng Thưởng. 
Phần Quà Giải Nhất Của Bạn Gồm: 
1 Xe Máy HonDa SH 125i Việt Nam 
1 Phiếu Quà Tặng Tiền Mặt """" Trị Giá 200.000.000 VNĐ""""
Bây giờ: Vui lòng tiền hành truy cập vào trang địa chỉ Website: TraoGiaiVN57.com. Để đăng ký làm thủ tục hồ sơ nhận thưởng. ",Trúng thưởng,1,2,0.7,1,0,
[TIN KHẨN CẤP] Truy tìm Nguyen Van Tam là đồng phạm CON TRAI TRẦN VĂN LONG HƯỚNG DẪN VIÊN VIETTRAVEL CẤU KẾT VỚI BA TRẦN VĂN PHƯƠNG lừa đảo tinh vi chiếm đoạt tài sản. Khi gặp các đối tượng này báo cho CSKV: 0798641107,Đời thường ,1,4,-0.9,0,0,
"HỆ THỐNG VIBER XIN THÔNG BÁO  
Xin Chúc Mừng Tài Khoản VIBER Của Bạn Mang Mã Số DựThuonwgr QR3599 Đã May Mắn Nhận Được Giải Nhất Từ Sự Kiện Tri Ân Khách Hàng Năm 2015 Từ CTCP MXH VIBER!
GIẢI THƯỞNG GỒM CÓ:
1 Xe Máy Liberty 150 I.E Trị giá 71.500.000 VNĐ 
1 Phiếu Quà Tặng Tiền Mặt """""""" Trị Giá 100.000.000 VNĐ""""""""
CÁCH THỨC NHẬN THƯỞNG: 
Bạn truy cập vào Website của hệ thống: Http://NhanThuongViber.com Để đăng kí thông tin hồ sơ làm thủ tục nhận giải thưởng. 
Mọi chi tiết xin liên hệ hotline: 0084961299591 (200đ/phút) gặp nhân viên CSKH VIBER",Trúng thưởng,1,2,0.8,1,0,
"  Xin Chúc Mừng Tài Khoản Zalo App Của Bạn Đã May Mắn Nhận Được Giải Nhất Từ Sự Kiện ""Tuần Lễ Vàng, Công Bố Giải Thưởng, Tri Ân Khách Hàng Zalo App Năm 2017""
Tài Khoản Zalo App của Bạn Mang Mã Số Trúng Thưởng Là (""TC9168"") Đã May Mắn Được Hệ Thống Lựa Chọn Ngẫu Nhiên, Xác Nhận Là Tài Khoản Đã Trúng Thưởng. 
Phần Quà Giải Nhất Của Bạn Gồm: 
1 Xe Máy SH 150i Trị Giá 89.000.000 VNĐ 
1 Phiếu Quà Tặng Trị Giá 100.000.000 VNĐ
1 Phiếu Sử dụng Xăng Miễn Phí",Trúng thưởng,1,2,0.7,1,0,
"HUIT-Chuc mung Ban da TRUNG TUYEN CHINH THUC!
Moi ban den HUIT nhap hoc tu ngay 18/8 den 17h00 ngay 27/8/2024. Dong thoi, HUIT tang ngay uu dai 3 trieu dong danh cho 2.000 thi sinh nhap hoc som nhat. Tra cuu ket qua tai: huit.edu.vn/kqtt. Lien he: 02871085555, 0949981717",Giả dạng cơ quan chức năng,1,2,0.7,1,0,
"""MESSENGER THÔNG BÁO  
Xin Chúc Mừng Tài Khoản FACEBOOK Của [Hieu] Đã May Mắn Nhận Được Giải Nhất Từ Sự Kiện """"Tuần Lễ Vàng""""  Tri Ân Khách Hàng Quý 1 Năm 2018""""
Tài Khoản FaceBook App của [Hieu] Mang Mã Số Trúng Thưởng Là (""""""""ABCXYZ"""""""") Đã May Mắn Được Hệ Thống Lựa Chọn Ngẫu Nhiên, Xác Nhận Là Tài Khoản Đã Trúng Thưởng. 
Phần Quà Giải Nhất Của Bạn Gồm: 
1 Xe Máy HonDa SH 150i Việt Nam ""Trị Giá 81.000.000 VNĐ"" 
1 Phiếu Quà Tặng Tiền Mặt """""""" Trị Giá 200.000.000 VNĐ""""""""
1 Thẻ Sử Dụng Xăng Miễn Phí 1 Năm (Trị Giá 5.000.000 VNĐ)
Bây giờ: Vui lòng tiền hành truy cập vào trang địa chỉ website: [www.HoSoTapDoan.Com] Để đăng ký làm thủ tục hồ sơ nhận thưởng. Mọi thắc mắc xin liên hệ CSKH: 0898234288",Trúng thưởng,1,2,0.7,1,0,
Những sản phẩm trên có giá từ 2.899.000 đến 14.680.000. Được tặng hoàn toàn miễn phí chị nhé! Đây là những sản phẩm mới ra mắt bên công ty tài trợ dàng tặng cho người tiêu dùng! Chị chọn sản phẩm nào ạ?,Trúng thưởng,1,1,0.8,0,0,
"Chào mừng chị đến với chương trình tặng nồi cơm điện CUCKOO thương hiệu Hàn Quốc của Công ty bên em!
Đây là sự kiện tri ân khách hàng của công ty nên được tặng miễn phí chị nhé! Chị tham gia nhận quá chứ?",Trúng thưởng,1,1,0.7,0,1,
"Amazon cần tuyển nhân viên làm việc tại nhà !!!
Số lượng: 100 người
Mô tả công việc: Xử lý đơn đặt hàng từ nền tảng thương mại điện tử của Amazon
Yêu cầu độ tuổi lao động: 23-60 tuổi. Lương hàng tháng từ 10 triệu đến 50 triệu đồng
Các bạn có nhu cầu tham gia xin việc liên hệ: zalo: zalo.me/84927946049",Giả dạng cơ quan chức năng,1,2,0.6,1,0,
"THÔNG BÁO MESSENGER
Xin Chúc Mừng Tài Khoản FACEBOOK Của Bạn Đã May Mắn Nhận Được Giải Nhất Từ Sự Kiện ""Kỷ Niệm 13 Năm Thành Lập - Tri Ân Khách Hàng"" Quý 1 2015 
Giải Nhất Của Bạn Gồm: 
1 Xe Tay Ga PIAGGIO LIBERTY 150 IES (68.500.000 VNĐ)
1 Phiếu Quà Tặng Tiền Mặt """" Trị Giá 75.000.000 VNĐ""""
Quý khách truy cập vào trang địa chỉ website: GiaiNhat.Com.Vn Để đăng ký làm thủ tục hồ sơ nhận thưởng. Mã Số CoDe trúng thưởng: ""CN0079"".",Trúng thưởng,1,2,0.8,1,1,
SHOPEE Chúc mừng chủ tài khoản hoai235 bạn đã nhận được phiếu quà tặng tiền mặt 30.000.000 VNĐ từ QUÀ TẶNG SINH NHẬT SHOPEE 12.12. Vui lòng xác nhận ngân hàng trực tuyến của bạn với Shopee để nhận tiền về tài khoản. Truy cập ngay: https://shopee.quatang-sinhnhat.vn/ để xác nhận tài khoản nhận tiền từ Shopee. Cảm ơn bạn đã sử dụng Shopee trong thời gian qua!,Trúng thưởng,1,2,0.7,1,1,
"Thí sinh thân mến, Trung tâm Đào tạo Bưu chính Viễn thông - Học viện Công nghệ Bưu chính Viễn thông triển khai xét tuyển Học bạ Chương trình đào tạo thực hành ICT Quốc Tế bao gồm các chuyên ngành trong lĩnh vực kinh tế, kỹ thuật, Công nghệ thông tin tại Hà Nội và Thành phố Hồ Chí Minh.
Hướng dẫn đăng ký: 
- Bước 1: Nhập thông tin cá nhân và chọn chuyên ngành học tại đường dẫn: https://xt.pttc1.edu.vn
- Bước 2: Gửi Bảng điểm học bạ lớp 12 vào số Zalo hiện thị sau khi đăng ký thành công tại Bước 1. Thời gian công bố kết quảL 19h30 Ngày 13/07/2025.",Giả dạng cơ quan chức năng,1,1,0.7,1,1,
"Nhờ với có tiền tài khoản không chuyển vô số tài khoản này 3 triệu, sáng mai gửi lại",Giả dạng người thân,1,2,0.8,0,8,
"[QC] Chào mừng ký niệm 80 năm Quốc Khánh 2/9. Quý khách liên kết Viettel Money với VNeID để nhận tiền an sinh xã hội từ Chính phủ (xem hướng dẫn tại https://viettelmoney.go.link/lienketVNeID). Nếu đã thực hiện, vui lòng bỏ qua tin nhắn. Chi tiết LH 18009000 (0đ). Từ chối QC, soạn TC3 gửi 199. ",Giả dạng cơ quan chức năng,1,2,0.8,1,4,
"Con bên này mới làm thêm dịch vụ chuyển tiền và đổi tiền lấy phí cho các bạn lao động, du học sinh gửi về nhà. 
Việc này ít người làm nên tiền lợi nhuận cao lắm mẹ. Khi nào có khách cần gửi, con nhận tiền của khách bên này đổi sang tiền Việt gửi về cho mẹ trước. Mẹ nhận tiền rồi chuyển lại cho nhà khách giúp con, tiền lời con cho mẹ.",Giả dạng người thân,1,2,0.9,0,8,
"Giờ con đang có khách cần gửi về 120 triệu, phí con được 10 triệu. Mẹ nhận lại số  tài khoản con chuyển về 130 triệu, rồi mẹ chuyển lại cho nhà khách giúp con 120 triệu. Còn dư 10 triệu tiền phí con cho mẹ. ",Giả dạng người thân,1,2,0.8,0,9,
"Con có đứa bạn đang cần gửi tiền về cho người nhà có việc gấp, bạn hỏi nhờ con gửi giúp cho nhà bạn 90 triệu, bạn có gửi thêm cho con 9 triệu tiền phí. Tổng con nhận bên này là 4000 USD đổi ra gần 100 triệu ngày mai con gửi về hết cho ba. Ba xem gửi cho bạn giúp con được không ba nhắn sang con biết để con nhắn lại cho bạn nha ba ",Giả dạng người thân,1,5,0.9,0,8,
Bạn có tiền trong tài khoản không? 1 triệu đủ không bạn? Bạn chuyển tạm cho mình 1 triệu được không? ,Giả dạng người thân,1,2,0.6,0,8,
VHGP: Du no phi den 14/11/2024: 749.344 VND. De nghi KH Thanh toan truoc 22/11 qua NH/ App: https://vhrs.page.link.apps. Tran trong!,Giả dạng cơ quan chức năng,1,4,-0.8,1,0,
"Bạn đã giao dịch thành công số tiền 38,000VND tới số tài khoản tự động của trung tâm phát hành thẻ hội viên VNPost vào lúc 10:23 ngày 01/02/2925. Kích hoạt thành công mã nhân viên giao hàng. Mã nhân viên của bạn là SKI9836. Sau 00:00 hệ thống tự động truy thu 3,500,000VND để hoàn tất và sử dụng. Mọi thắc mặc xin liên hệ 1900272756. XIN CẢM ƠN!",Giả dạng cơ quan chức năng,1,5,-0.8,0,0,
"Chuc mung Quy KH du dieu kien tang han muc The Tin dung VPB len 2.000.000 VND. De tu choi, soan VPB KHO THM gui 8149 (1500d/sms) bang SDT truoc ngay 10/3/2026. Hotline 1900545415",Giả dạng cơ quan chức năng,1,2,0.5,0,0,
"Chào bạn, bạn đang quan tâm công việc đánh văn bản bên mình đúng không ạ? Hiện tại Job đánh văn bản bên mình đã nhận đủ số lượng. Mình còn công việc kiểm duyệt đơn hàng cho hệ thống TIKI làm tại nhà. Công việc đơn giản, 1 ngày bạn có thể bỏ ra tầm 2 tiếng để duyệt đơn, lương cứng 250k/1 ngày. Bạn có muốn tham khảo không ạ",Đời thường ,1,1,0.6,0,0,
"Nay con có khách cần gửi về 120 triệu thì con đã nhận của khách 120 triệu + 12 triệu tiền phí tổng là 132 triệu rồi mẹ. Giờ mẹ gửi số tài khoản để con chuyển về, xong mẹ chuyển cho khách 120 triệu, còn dư 12 triệu thì mẹ cứ giữ lại. ",Giả dạng người thân,1,3,0.9,0,9,
MTTQ Việt Nam kêu gọi chung tay ủng hộ đồng bào bị thiệt hại do bão lũ gây ra. Các tài khoản tiếp nhận: 55102025 tại Vietinbank; 8639699999 tại BIDV; 1400666102025 tại Agribank; 8888881010 tại Vietcombank; 0606 tại Mbbank. ,Giả dạng cơ quan chức năng,1,1,0.6,0,0,
Chào bạn! Mình là Thuỷ vcb xin phép gọi chao đổi với bạn về giao dịch thẻ.,Đời thường ,1,3,0.4,0,0,
"PHƯƠNG ANH không bùng cả đời được đâu, đừng để bản thân đi vay làm ảnh hưởng đến gia đình, bạn bè. rồi dòng họ bàn tán. hợp tác trả bên này sẵn sàng hỗ trợ l.ãi LH sdt/zalo: 0769714869",Đời thường ,1,5,-0.8,0,0,
"Thông báo về việc hoàn tất hồ sơ khởi kiện. 
Khoản vay ví trả sau của Ông/Bà Phương Anh, sinh ngày 08/06/1999 đã chậm trễ quá hạn vi phạm nghiêm trọng mặc dù Công ty đã nhiều lần nhắc nhở, hỗ trợ và tạo điều kiện thanh toán nhưng vẫn trốn tránh và thách thức không hợp tác.
Trong thời gian 24h tới nếu Ông/Bà vẫn chưa hoàn tất nghĩa vụ thanh toán đề nghị Ông/Bà có mặt tại địa phương để tiến hành giải quyết tranh chấp này, mọi thiệt hại về sau Ông/Bà tự chịu trách nhiệm. Mọi thông tin liên hệ +84934445391 hoặc Zalo +84359005793. Trân trọng.",Đời thường ,1,5,-0.7,0,0,
"Phong Phap Ly Thong Bao: Ong/Ba ME PHUONG ANH. SN: 08/06/1999 co khoan vay VI TRA SAU da ghi nhan tre han dang vi pham nghiem trong. Ho so da ghi nhan no xau, dong thoi kich hoat quy trinh xu ly no qua han, tien hanh thong bao khoan vay den dia phuong va gia dinh. Trong 24h ke tu khi nhan thong bao vui long Thanh toan va lien he Zalo 0932174076 de ket thuc qua trinh xu ly no",Đời thường ,1,5,-0.8,0,0,
"E nuốt ko trôi số tiền này đâu( Mè Phương Anh 082326725 ). Chơi được chịu được đừng làm liên lụy đến gia đình( Mè Thanh Bình:2002, Tiền Thị Ban:1965, Mè Văn Ve:1955 ).Từng người một phải sống khốn khổ vì e, Uy Tín Danh Dự còn hay mất là ở thái độ của e đấy. sdt/zalo 0784384175",Đời thường ,1,5,-0.8,0,0,
"Của anh Hải 30k ship em shiper ạ
0989034275 PHAM VAN THUONG LPBANK
30.000 anh nhé. Chết cha em rồi anh ơi lúc nãy em lu bu quá sơ xuất gửi nhầm cho anh cái stk của bên bảo hiểm hàng hóa anh cho em xin lỗi anh ạ. 
1900989822 đây là số hotnile bên bảo hiểm anh gọi cho họ nói họ hỗ trợ hướng dẫn hủy cho anh anh nhé em thật sự xin lỗi anh nhiều ạ",Đời thường ,1,2,-0.4,0,1,
"Western Union STK : 109880024184( VIETINBANK of VIETNAM ) +550.000 VND. Ref : 21,03 USD Quy Khach Co Mot GD Tu Dich Vu Chuyen Tien Quoc Te (BuSan, Han Quoc). MGD: 105-74
Cam On Quy Khach !",Đời thường ,1,1,-0.3,0,0,
Bấm vay đã không nhớ. Thanh toán qua đi công ty huỷ hồ sơ cho.,Đời thường ,1,2,-0.5,0,0,
"Em ngân nè anh nhớ em không? Vậy chắc em nhầm số rồi, mà cũng là cái duyên làm bạn được không anh?",Giả dạng người thân,1,1,0.6,0,0,
Bảng mắt giá cao phải cọc ít nhất 90-100k ạ. Dạ ship code nhưng mà vẫn phải cọc trước ạ,Đời thường ,1,3,0.5,0,2,
"Trung Gian Nguyễn Thị Thu Hà
VIBBank: 086609800 - Nguyễn Thị Thu Hà
Binance Id: 455484233 - Nguyễn Thị Thu Hà (dành cho khách nước ngoài giao dịch)
Momo: (Tạm full hạn mức không giao dịch)
Thông tin giao dịch:
Giao dịch trung gian - đổi tiền trên 10m phí 1%
Nội dung chuyển khoản: A gd B (thế tên vô)
Các group mình quản lý:
https://checkadmintrunggian.vn/?fbclid= (Lấy Thông Tin Thanh Toán - Check Real/Fake Tại Website)
https://mihoyocheckadmin.vn/profile/nguyen-thi-thu-ha
Lưu ý:
Quay video khi giao dịch Acc, Vật phẩm, Khi done gửi mình video kèm số tài khoản.
DONE Giao Dịch Gửi số tài khoản lên nhóm kèm video giao dịch.",Đời thường ,1,3,0.4,1,4,
"Lúc này bán ế quá hỗ trợ tiền tháng cho ba mẹ đi con tâm nó dạy mầm non 1 tháng 8 tr mà còn biết mỗi tháng cho ba mẹ nó 3tr5 mang tiếng ra nước ngoài mà kg lo dc cho ba mẹ buồn ai cũng hỏi ba con làm gì có cho tiền a kg thấy ba chỉ gục đầu im lặng rồi nói có chứ đừng để ba mẹ thua súc ng ta cười chê!

Gởi tiền cho ba mẹ xài là con cái có trách nhiệm chứ kg phải chờ lên tiếng xin",Đời thường ,1,1,0.4,0,2,
Dạ cọc giúp em 100k nha vì cũng là cuối năm rui đơn hàng quá tải và thường xuyên gặp sự cố để đảm bảo giao trước dịp tết cho khách nên shop chỉ nhận giữ chỗ cho khách đã cọc trước thui a. Anh/chị cứ yên tâm là mình được kiểm hàng - thử chân trước khi thanh toán nốt 100k còn lại. Nếu hàng không đúng size chọn sẽ hỗ trợ đổi không mất phí nhé ạ ,Đời thường ,1,4,0.5,0,1,
MTTQ Việt Nam kêu gọi chung tay ủng hộ đồng bào bị thiệt hại do bão lũ gây ra. Các tài khoản tiếp nhận: 55102025 tại Vietinbank; 8639699999 tại BIDV; 1400666102025 tại Agribank; 8888881010 tại Vietcombank; 0606 tại Mbbank. ,Giả dạng cơ quan chức năng,1,1,0.8,0,3,
Hương hôm nay khoẻ không em? Sao anh nhắn cho em bên Messenger không được nhỉ?,Giả dạng người thân,1,1,0.6,0,0,
Giá chuộc là 4 triệu. Giờ chuộc không? Nếu không thì thôi.,Đời thường ,1,4,-0.7,0,0,
Tài khoản em còn tiền không chị mượn 10 triệu có việc sáng mai chị gửi lại,Giả dạng người thân,1,3,0.6,0,0,
Sáng mai 9/8 - 9h lên trụ sở Phòng An ninh Chính trị nội bộ CATP Hà Nội (27 Phan Chu Trinh - Hoàn Kiếm) làm việc liên quan chỗ trang web www.congan.vn nhé. A là Thiếu tá Nguyễn Văn Ngàn - Cán bộ,Đời thường ,1,4,-0.8,1,0,
Bạn cọc 50% hoặc 100% shop sẽ freeship cho bạn nhé. Tại vì hàng này đặt xưởng chứ không có sẵn nguồn. ,Đời thường ,1,3,0.3,0,0,
Em ơi phòng khám bên em mai đông khách không em cho anh đặt lịch mai anh chở mẹ anh qua khám nhé,Đời thường ,1,2,0.5,0,0,
"Thường sau 14 ngày sẽ nhận được báo ạ, nhưng do đợt này các bé nghỉ hè nên NXB sẽ gộp của nhiều tuần vào mới xuất bản 1 số nên sẽ lâu hơn chút ạ.",Đời thường ,1,1,0.5,0,4,
Bạn chuyển khoản chụp bill gửi mình nhé ạ. Dạ bạn cọc trước 300k nhé ạ. ,Đời thường ,1,3,0.5,0,2,
"Được rồi, bạn có ID Telegram không?",Đời thường ,1,1,0.2,0,0,
"Nếu tranh thủ được thì em hướng dẫn chị đăng ký mã nhân viên để hằng ngày mình làm
https://nutifoodgrowplus-developvn.my.canva.site/
Đây là website của cty ạ
Chị xem qua ảnh hd các bước đăng ký tk sao cho dễ nhớ và viết liền ko dấu ko cách chị nhé",Giả dạng cơ quan chức năng,1,2,0.3,1,2,
"Vậy giờ em có muốn thử việc không em? 
https://www.lazada66.com/m/index
Mã mời: 593035
Đăng kí xong cho chị sđt em đăng kí nha.",Giả dạng cơ quan chức năng,1,2,0.4,1,2,
"Sau khi điền thông tin qua Form thì hồ sơ của bạn sẽ được chuyển tiếp sang bộ phận-> Nhân sự , vì tính chất công việc cần sử dụng các file có lưu lượng lớn nên mình sẽ làm việc qua ứng dụng chát telegram để tiện cho công việc. Bạn đã có ứng dụng telegram chưa ?
Bạn nhắn qua bạn hướng dẫn viên với nội dung mã của bạn là : ( T86 ) bạn ấy sẽ hướng dẫn bạn làm việc nhé.!
https://t.me/HRMShuyentram",Giả dạng cơ quan chức năng,1,3,0.6,1,0,
